with V(1+X)



WithoutJHURegions;-;NL;2020W05;5;25;4.133935E8;2.522525E8;-9.225129761164972E7
WithoutJHURegions;-;NL;2020W06;5;27;4.051542E8;2.160242E8;-1.0218573713546284E8
WithoutJHURegions;-;NL;2020W07;5;27;3.842128E8;2.037743E8;-1.0165796469605333E8
WithoutJHURegions;-;NL;2020W08;5;27;4.113565E8;2.037989E8;-9.596979865910546E7
WithoutJHURegions;-;NL;2020W09;5;27;4.057721E8;2.02841E8;-8.296934567763785E7
WithoutJHURegions;-;NL;2020W10;5;27;3.931314E8;2.066856E8;-7.801817193837027E7
WithoutJHURegions;-;NL;2020W11;5;27;3.849886E8;2.061326E8;-6.513898095121458E7
WithoutJHURegions;-;NL;2020W12;5;27;3.999669E8;2.183674E8;-5535658.447480524
WithoutJHURegions;-;NL;2020W13;5;27;3.926566E8;1.998506E8;-2051869.4230125253
WithoutJHURegions;-;NL;2020W14;5;27;3.973162E8;1.989249E8;-4374503.044662027
WithoutJHURegions;-;NL;2020W15;5;27;4.060667E8;2.046279E8;-4744357.324770542
WithoutJHURegions;-;NL;2020W16;5;27;3.830739E8;2.142383E8;-5698755.870154333
WithoutJHURegions;-;NL;2020W17;5;27;3.894444E8;1.99236E8;-6918441.008338033
WithoutJHURegions;-;NL;2020W18;5;27;4.074048E8;2.044303E8;-4345748.631328859
WithoutJHURegions;-;NL;2020W19;5;27;3.946385E8;2.243196E8;-3140205.4295519115
WithoutJHURegions;-;NL;2020W20;5;25;4.021076E8;2.051281E8;-3391018.633088674
WithoutJHURegions;-;NL;2020W21;5;20;3.985255E8;2.067355E8;-867078.2613757424
WithoutJHURegions;-;NL;2020W22;5;20;4.164092E8;2.11799E8;-784236.9819550377
WithoutJHURegions;-;NL;2020W23;5;20;4.076767E8;1.998548E8;-1113706.669041365
WithoutJHURegions;-;NL;2020W24;5;20;3.997737E8;2.052478E8;-762597.6253583322
WithoutJHURegions;-;NL;2020W25;5;20;4.049683E8;2.134462E8;-783794.5849659287
WithoutJHURegions;-;NL;2020W26;5;20;4.089066E8;2.038207E8;-835066.7259418586
WithoutJHURegions;-;NL;2020W27;5;20;4.061999E8;2.047735E8;-972341.9038226071
WithoutJHURegions;-;NL;2020W28;5;20;4.044807E8;2.077136E8;-2500316.8686396526
WithoutJHURegions;-;NL;2020W29;5;20;4.029262E8;2.126048E8;-1531716.444610992
WithoutJHURegions;-;NL;2020W30;5;20;4.068148E8;2.045476E8;-2056863.224131006
WithoutJHURegions;-;NL;2020W31;5;20;4.087843E8;2.060333E8;-1.0455948618514307E7
WithoutJHURegions;-;NL;2020W32;5;20;4.156894E8;2.141183E8;-857223.6746503363
WithoutJHURegions;-;NL;2020W33;5;20;4.030301E8;2.080745E8;-1.285544609645683E7
WithoutJHURegions;-;NL;2020W34;5;20;4.051057E8;2.039382E8;-1508586.2207982598
WithoutJHURegions;-;NL;2020W35;5;20;4.07871E8;2.168416E8;-611345.3878336967
WithoutJHURegions;-;NL;2020W36;5;20;4.123347E8;2.050779E8;-879933.4329450043
WithoutJHURegions;-;NL;2020W37;5;20;4.106491E8;2.122935E8;-2257239.4064367604
WithoutJHURegions;-;NL;2020W38;5;20;3.965875E8;2.193757E8;-1957816.7000013664
WithoutJHURegions;-;NL;2020W39;5;20;4.086192E8;2.083624E8;-2004373.0824773405

