with V+X



WithoutJHURegions;-;NL;2020W05;5;25;4.386056E8;2.460857E8;-34941.82547053506
WithoutJHURegions;-;NL;2020W06;5;27;4.03873E8;2.023771E8;-30637.61884908307
WithoutJHURegions;-;NL;2020W07;5;27;4.046561E8;2.221011E8;-35086.72802969687
WithoutJHURegions;-;NL;2020W08;5;27;4.055962E8;2.076222E8;-38558.967104057374
WithoutJHURegions;-;NL;2020W09;5;27;3.985083E8;2.096228E8;-41334.22666600045
WithoutJHURegions;-;NL;2020W10;5;27;4.12716E8;2.058068E8;-45531.644787983816
WithoutJHURegions;-;NL;2020W11;5;27;3.989696E8;2.223304E8;-43218.98495691954
WithoutJHURegions;-;NL;2020W12;5;27;4.007668E8;2.072272E8;-31178.66656916171
WithoutJHURegions;-;NL;2020W13;5;27;4.111313E8;2.073454E8;-19741.080157443048
WithoutJHURegions;-;NL;2020W14;5;27;3.959324E8;2.047086E8;-16160.149439465436
WithoutJHURegions;-;NL;2020W15;5;27;4.003828E8;2.034891E8;-16555.949239914844
WithoutJHURegions;-;NL;2020W16;5;27;3.967043E8;2.064446E8;-21070.818503654427
WithoutJHURegions;-;NL;2020W17;5;27;3.962667E8;2.016524E8;-23769.26634982017
WithoutJHURegions;-;NL;2020W18;5;27;3.985406E8;2.108359E8;-26885.847700560622
WithoutJHURegions;-;NL;2020W19;5;27;4.01554E8;2.033969E8;-29592.57562717529
WithoutJHURegions;-;NL;2020W20;5;25;3.908364E8;2.049857E8;-39691.5364123411
WithoutJHURegions;-;NL;2020W21;5;20;3.915581E8;2.085897E8;-75258.0387251411
WithoutJHURegions;-;NL;2020W22;5;20;4.04451E8;2.038702E8;-68535.29438439166
WithoutJHURegions;-;NL;2020W23;5;20;3.922727E8;2.068776E8;-106572.72134940734
WithoutJHURegions;-;NL;2020W24;5;20;4.012988E8;2.19244E8;-139712.94713364658
WithoutJHURegions;-;NL;2020W25;5;20;4.036793E8;2.123202E8;-114888.75692721366
WithoutJHURegions;-;NL;2020W26;5;20;3.98456E8;2.232498E8;-74703.32535168482
WithoutJHURegions;-;NL;2020W27;5;20;3.910747E8;2.19328E8;-105569.43083743774
WithoutJHURegions;-;NL;2020W28;5;20;4.011492E8;2.057583E8;-81855.82593285944
WithoutJHURegions;-;NL;2020W29;5;20;3.978843E8;2.094502E8;-123006.76974726471
WithoutJHURegions;-;NL;2020W30;5;20;3.991149E8;2.117806E8;-52654.64652015354
WithoutJHURegions;-;NL;2020W31;5;20;4.004023E8;2.044866E8;-120184.48509466604
WithoutJHURegions;-;NL;2020W32;5;20;4.045362E8;2.151388E8;-291797.9209962592
WithoutJHURegions;-;NL;2020W33;5;20;4.049239E8;2.190541E8;-40040.91117566463
WithoutJHURegions;-;NL;2020W34;5;20;4.051358E8;2.071563E8;-64396.51980796208
WithoutJHURegions;-;NL;2020W35;5;20;3.936561E8;2.047284E8;-135644.26774917915
WithoutJHURegions;-;NL;2020W36;5;20;4.020807E8;2.075229E8;-85174.16326659123
WithoutJHURegions;-;NL;2020W37;5;20;4.0437E8;2.039431E8;-99928.40804642442
WithoutJHURegions;-;NL;2020W38;5;20;3.973804E8;2.089401E8;-83934.18652962869
WithoutJHURegions;-;NL;2020W39;5;20;4.070175E8;2.071881E8;-84610.37905625097
WithoutJHURegions;-;NL;2020W40;5;20;4.116845E8;2.087945E8;-59667.67580898602
WithoutJHURegions;-;NL;2020W41;5;20;4.148724E8;2.045016E8;-96126.41653566212
WithoutJHURegions;-;NL;2020W42;5;20;4.032155E8;2.037878E8;-54441.0705769192
WithoutJHURegions;-;NL;2020W43;5;20;4.022234E8;2.137647E8;-41779.440519880925
WithoutJHURegions;-;NL;2020W44;5;20;4.017157E8;2.108868E8;-35103.98352821286
WithoutJHURegions;-;NL;2020W45;5;20;4.019274E8;2.176376E8;-42033.949460652744
WithoutJHURegions;-;NL;2020W46;5;20;3.95984E8;2.054338E8;-44230.38112261658
WithoutJHURegions;-;NL;2020W47;5;20;4.190211E8;2.079112E8;-47081.55596620108
WithoutJHURegions;-;NL;2020W48;5;20;4.056293E8;2.140119E8;-48585.32893905782
WithoutJHURegions;-;NL;2020W49;5;20;4.076566E8;2.087365E8;-44956.838236761934
WithoutJHURegions;-;NL;2020W50;5;20;4.063959E8;2.139431E8;-47784.19500032582
